,pred,gt,path,Leven_distance
30796,た相,た布,74_val_00707.png,0.500
30797,とヘででー戦,とへででー戦,74_val_00708.png,0.167
30798,るドオ,変心が,74_val_00719.png,1.000
30799,パ代ェるン,バ代ュるン,74_val_00723.png,0.400
30800,ーほ8のは,ーり8し命は,74_val_00745.png,0.500
30801,発対のテ年にん,発小必デ年にん,74_val_00749.png,0.429
30802,場婚日のコ本,場嫡日のコ本,74_val_00754.png,0.167
30803,鉄結生基をソ開,鉄結生墓をリ開,74_val_00758.png,0.286
30804,着同mロれお,着同州mロれお,74_val_00761.png,0.143
30805,赤世さ和っーて,赤世さ利らーな,74_val_00762.png,0.429
30806,ーをトッばシ,ーッをトッばシ,74_val_00773.png,0.143
30807,フ回年年れ得,フ回け年年れ閃,74_val_00774.png,0.286
30808,和はど平和,和まと平和,74_val_00809.png,0.400
30809,ドれ所,ジれ所,74_val_00817.png,0.333
30810,ロラ形,つラ核,74_val_00822.png,0.667
30811,低イりBbら文,低イり8bら文,74_val_00826.png,0.143
30812,ロ員山,口員山,74_val_00827.png,0.333
30813,ろ2の5ー作,る2のものー体,74_val_00828.png,0.571
30814,1件京枚5メの,1件家枚5メの,74_val_00838.png,0.143
30815,進ッ回,けけ,74_val_00842.png,1.000
30816,たよ店かさ来,lたよ店かさ来,74_val_00843.png,0.143
30817,理作にテ関あ,理作にテ夢あ,74_val_00844.png,0.167
30818,491Iu,491lu,74_val_00846.png,0.200
30819,1n101S,1p101S,74_val_00849.png,0.167
30820,08,90L,74_val_00853.png,0.667
30821,ワあ漁株れ,ワあ農株れ,74_val_00854.png,0.200
30822,起生9,趣生9,74_val_00856.png,0.333
30823,デーにをに列イ,テーにをに列イ,74_val_00859.png,0.143
30824,民天あの道妙連,民天碁の道妙連,74_val_00869.png,0.143
30825,実市,実la,74_val_00874.png,0.667
30826,ーをjー,ー佐Jー,74_val_00876.png,0.500
30827,式を装に人,式乞装に人,74_val_00878.png,0.200
30828,日0平よし端,日50平よし端,74_val_00879.png,0.143
30829,はチ,よーチ,74_val_00886.png,0.667
30830,たをでら7る殿,たをでら7る題,74_val_00892.png,0.143
30831,ーの所っで史,一の所っで史,74_val_00909.png,0.167
30832,たラいど線れ,だラんど貌れ,74_val_00910.png,0.500
30833,建徒度ン,塊徒度ン,74_val_00912.png,0.250
30834,景て河か先る,隈分中先る,74_val_00914.png,0.667
30835,徴法運,徴法達,74_val_00915.png,0.333
30836,闘業し焼都,闘掌し焼都,74_val_00921.png,0.200
30837,122,12t2,74_val_00925.png,0.250
30838,論地ど1を,襲地とを,74_val_00927.png,0.600
30839,Af834I,Ai8341,74_val_00932.png,0.333
30840,員すらしに,誘8た,74_val_00934.png,1.000
30841,ルがし,しさこし,74_val_00935.png,0.750
30842,然直人ル二かぎ,バ意人ル二かぎ,74_val_00944.png,0.286
30843,菌郎とー,陸郎とー,74_val_00945.png,0.250
30844,リ賞アー三,リ賞アべー三,74_val_00964.png,0.167
30845,こーレ0録行元,こーレO録行元,74_val_00982.png,0.143
30846,貴す,責す,74_val_00987.png,0.500
30847,0チ際序基判,0チ際序基製,74_val_00993.png,0.167
30848,Wn,WXR,74_val_00997.png,0.667
30849,駐otI,駐otl,75_test_00001.png,0.250
30850,てスズャ一に,てススャーに,75_test_00005.png,0.333
30851,デんJう,デんよきう,75_test_00007.png,0.400
30852,rちをタも0本,ジ5もタう4を,75_test_00014.png,0.857
30853,名ダ門ブにけ,雀ダ門ブにけ,75_test_00021.png,0.167
30854,ゲ濃て,ゲ濃で,75_test_00023.png,0.333
30855,シさ女す0参て,ンさ友す0書て,75_test_00025.png,0.429
30856,部6ート援1,部5ート援I,75_test_00028.png,0.333
30857,31d,3ld,75_test_00030.png,0.333
30858,国r一ー,日r権,75_test_00032.png,0.750
30859,ィ一せ報5す,1ーせ報5す,75_test_00036.png,0.333
30860,ユ高発,ュ高発,75_test_00038.png,0.333
30861,都にギ本1,郵代に9判神純,75_test_00039.png,0.857
30862,ッーうっブ祝も,ッーうっプ複も,75_test_00042.png,0.286
30863,無言くるがを1,無言くるかを1,75_test_00043.png,0.143
30864,lOにリ,lCにリ,75_test_00048.png,0.250
30865,関ボラて響てイ,関ポラて響てイ,75_test_00049.png,0.143
30866,鮮ワンい,d077G1,75_test_00061.png,1.000
30867,日付1C,日付キア,75_test_00062.png,0.500
30868,スサるス施戦公,るナるス航戦会,75_test_00064.png,0.571
30869,藤米た入,藤米たヨ入,75_test_00066.png,0.200
30870,9料3o3,3H3o3,75_test_00080.png,0.400
30871,苺明が年,監明が年,75_test_00084.png,0.250
30872,ダのhり,ダのh0,75_test_00087.png,0.250
30873,時で2と説さて,鷲ュIす宣年a,75_test_00089.png,1.000
30874,ニー,究グ,75_test_00093.png,1.000
30875,ル人次エる,表と次たー,75_test_00099.png,0.800
30876,王はクは報中の,王はクは社中の,75_test_00102.png,0.143
30877,れ金原クガ鳴土,れ金原ワ方胴土,75_test_00112.png,0.429
30878,5しラ機,らしラ機,75_test_00122.png,0.250
30879,主至,蛭,75_test_00124.png,1.000
30880,込を象夜字止ー,込を裂夜学止ー,75_test_00129.png,0.286
30881,m軍空しr,o5itCr,75_test_00136.png,0.833
30882,ば妓にあデ,ば紀にあIデ,75_test_00137.png,0.333
30883,でいで,でmいて,75_test_00139.png,0.500
30884,なプもいアル,なブもいアル,75_test_00140.png,0.167
30885,の残賃るしの,の残賃るしムの,75_test_00142.png,0.143
30886,人るヘと,人るヘど,75_test_00146.png,0.250
30887,ッタ型のすとA,メタ日れす人熱,75_test_00147.png,0.714
30888,侵同て車マ,侵同て卓7,75_test_00148.png,0.400
30889,9Hた載と本ン,9げだ設と本ン,75_test_00152.png,0.429
30890,るキ常総,る古常総,75_test_00155.png,0.250
30891,ー騎すラ,ー年すウ,75_test_00161.png,0.500
30892,ノいの活ウメ,ノいの浩ウ撃,75_test_00164.png,0.333
30893,とての会で組ア,してらタ工理サ,75_test_00169.png,0.857
30894,高連イ経の場を,高墜イ係の覇緩,75_test_00171.png,0.571
30895,てると光いる,てると洸いる,75_test_00173.png,0.167
30896,2点他るロま,後無他るロま,75_test_00184.png,0.333
30897,く,錐,75_test_00187.png,1.000
30898,曲1スtが,曲iスtが,75_test_00195.png,0.200
30899,Iと9tS,3191D,75_test_00199.png,0.800
30900,t1n11,rt1h11,75_test_00211.png,0.333
30901,立プは,も2ブッ軍な,75_test_00212.png,1.000
30902,ゴボ,ゴポ,75_test_00215.png,0.500
30903,Lいっへ家に二,1いっヘ家に二,75_test_00216.png,0.286
30904,と得ッるにま,ど織ッらだま,75_test_00218.png,0.667
30905,人し称スクた,が訪久た,75_test_00219.png,0.833
30906,ラ風さな上1多,ラ凰さな上1多,75_test_00224.png,0.143
30907,表岡,者レ,75_test_00228.png,1.000
30908,しキ第ッ,しキ第ャ,75_test_00229.png,0.250
30909,lOv,lOV,75_test_00232.png,0.333
30910,oブブとペ置,oブプとぺ置,75_test_00238.png,0.333
30911,染ア間ンし大d,染ア問ンし大u,75_test_00239.png,0.286
30912,進oB決目レ話,進cB決目レ話,75_test_00246.png,0.143
30913,はンデ度が,はンテ国が,75_test_00254.png,0.400
30914,公いす用物りれ,公いす月物りれ,75_test_00279.png,0.143
30915,同っわれ気打水,両っわれ気打水,75_test_00284.png,0.143
30916,I2019,l2019,75_test_00290.png,0.200
30917,来はきX8ピる,来はきX8ビる,75_test_00293.png,0.143
30918,y521ゆ,yS2t0,75_test_00298.png,0.600
30919,ri8B,rl8B,75_test_00300.png,0.250
30920,SをUにーを,8をUにーを,75_test_00305.png,0.167
30921,差に売資ち紀,選に売育ち紀,75_test_00307.png,0.333
30922,版のュt党,版のハ党,75_test_00315.png,0.400
30923,国日バ財,国ニぎ財,75_test_00319.png,0.500
30924,ドの的にさネど,ツの的にさネと,75_test_00322.png,0.286
30925,現でとが装,駆をとがa合装,75_test_00326.png,0.571
30926,ェ状条万す十,ェ状条過れ生,75_test_00328.png,0.500
30927,テ西A構米伴,な阿入構米保,75_test_00329.png,0.667
30928,鉄信9U群デ織,鉄搭9U群デ織,75_test_00337.png,0.143
30929,とで日ー,とで日こ,75_test_00349.png,0.250
30930,でッ浸決胞が業,でッ漫決胞が業,75_test_00352.png,0.143
30931,ジエはー,ジ工はー,75_test_00353.png,0.250
30932,u5g159,ui5g159,75_test_00359.png,0.143
30933,6di,64l,75_test_00361.png,0.667
30934,でれれに後ら,で中コ動は経ル,75_test_00363.png,0.857
30935,をこる物,をこる斐,75_test_00365.png,0.250
30936,議界ョい類毎,議界ョい頻毎,75_test_00373.png,0.167
30937,がダイノっ手,例ダイノっ手,75_test_00381.png,0.167
30938,をするで7oな,をするで7oか,75_test_00385.png,0.143
30939,の上年の能Kと,の上年の幾くと,75_test_00390.png,0.286
30940,よたたえメ,1iハ象な等い,75_test_00400.png,1.000
30941,倒城運,制城運,75_test_00404.png,0.333
30942,現ニあ,現ニお,75_test_00410.png,0.333
30943,んらとンカ,んらとン力,75_test_00415.png,0.200
30944,名はり白に表れ成,ニ0の日まれ成,75_test_00418.png,0.750
30945,る区るベ柄後た,る区るベ柄高た,75_test_00420.png,0.143
30946,メさ撃のリ系,メさ奮のリ系,75_test_00423.png,0.167
30947,ザ最ム年2ビぼお,ザ最ム年2ぼお,75_test_00428.png,0.125
30948,9s,9h,75_test_00434.png,0.500
30949,に長とアは9あ,に長とアは8あ,75_test_00435.png,0.143
30950,風て,場こ,75_test_00438.png,1.000
30951,導レ令またがめ,めレ合逮たボの,75_test_00440.png,0.714
30952,る0の諸野大運,る0の離野汰運,75_test_00441.png,0.286
30953,備ヴ連お帯,備ウ連お常,75_test_00443.png,0.400
30954,てよまンてるt,2よまンてるt,75_test_00456.png,0.143
30955,てとッ発球,て2フ年村,75_test_00461.png,0.800
30956,弁浜売7大愛台,弁浜売7ナ愛沿,75_test_00462.png,0.286
30957,海の幹成は優2,海の幹成は優9,75_test_00463.png,0.143
30958,研ッ難罰に,研ッ難濁に,75_test_00472.png,0.200
30959,ダ開バ,ク開バ,75_test_00475.png,0.333
30960,産のし,種ジス,75_test_00476.png,1.000
30961,ン事広の業行,ン事広の第行,75_test_00480.png,0.167
30962,1ジセリ降役,1シセり陥役,75_test_00482.png,0.500
30963,が0大か案退,が0大ラよを挙,75_test_00483.png,0.571
30964,つ版の藤っ藤,つ版の義っ藤,75_test_00487.png,0.167
30965,るに正たo,0棋ョ正にっ,75_test_00506.png,0.833
30966,にの則,にの川,75_test_00507.png,0.333
30967,ウたにレ株成,ブのたにレ株成,75_test_00508.png,0.286
30968,ト異れドブ約後,下異わドブ約後,75_test_00514.png,0.286
30969,99西人戦国,01ク否ル戦国,75_test_00516.png,0.714
30970,にのれスのーで,にのれスの一で,75_test_00523.png,0.143
30971,2録トっ憲一シ,2録トっ憲ーシ,75_test_00524.png,0.143
30972,新っタ吉,所っタ吉,75_test_00528.png,0.250
30973,ャ部名ミ,7部名ミ,75_test_00529.png,0.250
30974,ッュ援,ツュ援,75_test_00545.png,0.333
30975,勝中かれンす,矮中かれンす,75_test_00547.png,0.167
30976,学1,学て,75_test_00550.png,0.500
30977,ガ1rか,ガlrか,75_test_00552.png,0.250
30978,ににT,に都にが,75_test_00557.png,0.500
30979,的日う房ラ,的っ房ラ,75_test_00561.png,0.400
30980,るトる改日曜裁,るトる故日離界,75_test_00562.png,0.429
30981,者研うアを,ッつ所っ鞠す,75_test_00563.png,1.000
30982,シれ用,ンれ用,75_test_00571.png,0.333
30983,つ産証体,の雇たも国務,75_test_00572.png,1.000
30984,DB2lsn,DB2Isn,75_test_00578.png,0.167
30985,篇たモ本一外を,篇たモ本ー外を,75_test_00579.png,0.143
30986,の孫年林,のー孫年林,75_test_00580.png,0.200
30987,被スのツビォ,被スのツビオ,75_test_00581.png,0.167
30988,はた名はが壊1,はた競はか壊1,75_test_00582.png,0.286
30989,の彼よ1,の追ょ1,75_test_00587.png,0.500
30990,制ド言Lなr,マ言1活,75_test_00592.png,0.833
30991,N9,If,75_test_00595.png,1.000
30992,ル譲部ト,ル酸部ト,75_test_00598.png,0.250
30993,ド9が本墳,ト9が本墳,75_test_00605.png,0.200
30994,イすI年,てす国ニ年,75_test_00606.png,0.600
30995,劇がには,創がには,75_test_00611.png,0.250
30996,持イ,持ィ,75_test_00614.png,0.500
30997,場がに浦のにg,載展参コ,75_test_00619.png,1.000
30998,4共系,4共こ佩,75_test_00623.png,0.500
30999,あー様1社L,あら横科mり,75_test_00628.png,0.833
31000,92D1Ai,92D1Al,75_test_00632.png,0.167
31001,とて進化事し,ゲこ進化事し,75_test_00633.png,0.333
31002,なすプ区最オ,れすア区員大,75_test_00635.png,0.667
31003,すはれン,はるイ解ン,75_test_00636.png,0.800
31004,山にたてゴ公野,山こたてゴ公野,75_test_00639.png,0.143
31005,行準金た,行エ金た,75_test_00642.png,0.250
31006,プい,プ浜い,75_test_00649.png,0.333
31007,Aス常返ラ岸,nズ学低ラ岸,75_test_00651.png,0.667
31008,はるてビし発ア,はるてピ創発ア,75_test_00653.png,0.286
31009,近戸数た校,近戸数た枚,75_test_00654.png,0.200
31010,の急,リ星,75_test_00656.png,1.000
31011,のもとユン9,00もと既ン0,75_test_00666.png,0.571
31012,本号年指人獲公,本号年指人濃公,75_test_00680.png,0.143
31013,にの告山しっメ,にの告山しつメ,75_test_00684.png,0.143
31014,がるかあや,がるかあゃ,75_test_00687.png,0.200
31015,ロ2ィ1線,口2ィ1線,75_test_00693.png,0.200
31016,n0509,a6I809,75_test_00694.png,0.667
31017,准査ン,淮査ン,75_test_00696.png,0.333
31018,ー旧て,失2t,75_test_00697.png,1.000
31019,9ヘ人カ吉ー,9へ人カ吉ー,75_test_00702.png,0.167
31020,とのどい関民が,とのどい開民が,75_test_00706.png,0.143
31021,めのにッーコ際,めのにッーコ倦,75_test_00711.png,0.143
31022,ーンす1年,一ンすたミ,75_test_00712.png,0.600
31023,ンベはンン,シべはンン,75_test_00714.png,0.400
31024,TT7qgDo,TT7agDo,75_test_00717.png,0.143
31025,主る婚大与あ,生る婚大与あ,75_test_00718.png,0.167
31026,た意著ま神,な点著で種,75_test_00721.png,0.800
31027,都仕の月N成,都1上の月な成,75_test_00722.png,0.429
31028,Uかy幕s,めか幕s,75_test_00725.png,0.400
31029,0ーれでズ,リの前ダ言,75_test_00726.png,1.000
31030,ア6るに私シ,ア6をよ乱ン,75_test_00731.png,0.667
31031,吉館8のそ,市第8ト7のぞ,75_test_00742.png,0.714
31032,寿たし栄測ムの,寿たし未測ムの,75_test_00749.png,0.143
31033,業SSりvンルA,業港Fッアル分,75_test_00751.png,0.750
31034,リ内テ閣な試,りるチ陸な話,75_test_00752.png,0.833
31035,urン,現nン,75_test_00753.png,0.667
31036,lるで,1るで,75_test_00756.png,0.333
31037,励代鉄と,励代多と,75_test_00760.png,0.250
31038,リぼれやンに,リはれやンに,75_test_00761.png,0.167
31039,出防8,ャ防8,75_test_00764.png,0.333
31040,互彼の2のしそ,男破つ人のしそ,75_test_00768.png,0.571
31041,イ条しはジ,ッるしは会,75_test_00772.png,0.600
31042,うク,うIク,75_test_00777.png,0.333
31043,1テペ現土ン出,1テべ現士ン出,75_test_00778.png,0.286
31044,憶と現7とスな,億と現7とスな,75_test_00783.png,0.143
31045,ーる力タ2,ーる材タ2,75_test_00791.png,0.200
31046,始ト運置rるれ,始ト運員rるれ,75_test_00794.png,0.143
31047,歩的映はベ紀加,歩的株はベ紀加,75_test_00795.png,0.143
31048,島イ優上oる,西3イ登上備る,75_test_00797.png,0.571
31049,ュ産はさ真木,ュ産はさ貞木,75_test_00801.png,0.167
31050,エの町,工の町,75_test_00806.png,0.333
31051,013,o13,75_test_00814.png,0.333
31052,月イ,月ィ,75_test_00815.png,0.500
31053,ャとど使ー塁,ャとど使ー盟,75_test_00817.png,0.167
31054,原賞Sでの鋳の,現員8での両の,75_test_00819.png,0.571
31055,た買C,た慣末,75_test_00821.png,0.667
31056,Uドのと域国,Uドのと加国,75_test_00831.png,0.167
31057,aば革リア,aば革りア,75_test_00840.png,0.200
31058,場るで成明リ砦,遇る被的問リ投,75_test_00841.png,0.714
31059,ゴ議レ記民な,ゴ議酵記民な,75_test_00843.png,0.167
31060,よにカO能,よにカ0園,75_test_00853.png,0.400
31061,ポまトロ半な,約hロ方,75_test_00855.png,0.833
31062,勝以交Nん隻国,勝以女Nん隻国,75_test_00857.png,0.143
31063,がに9でた森管,がiョでネ状会,75_test_00861.png,0.714
31064,とクク,とクグ,75_test_00862.png,0.333
31065,か年エがと,か年こがと,75_test_00864.png,0.200
31066,にルの月な,にルの引な,75_test_00873.png,0.200
31067,ンてにーでで軍,ンてにーミで配,75_test_00886.png,0.286
31068,現がる木東トば,現がる木東情は,75_test_00895.png,0.286
31069,に業廷,ィ歳廷,75_test_00897.png,0.667
31070,Iーに体能爵年,1ーに体起語年,75_test_00898.png,0.429
31071,考はチダ世をク,考はチグ世をク,75_test_00901.png,0.143
31072,後でたでバれ,後てにのルれ,75_test_00921.png,0.667
31073,ンピoにす,っよさイビーグ,75_test_00923.png,1.000
31074,す場ン,車のホ,75_test_00933.png,1.000
31075,G県両たさ,C県両たさ,75_test_00935.png,0.200
31076,化にレこ5イ,林みるり95ー,75_test_00938.png,0.857
31077,受入T0そi,受入T0そl,75_test_00939.png,0.167
31078,ーた援撃,一た援撃,75_test_00946.png,0.250
31079,ののてク重世た,ののてク軍とた,75_test_00949.png,0.286
31080,フにエサズ,7にエサズ,75_test_00950.png,0.200
31081,にさワ名,にさロ名,75_test_00966.png,0.250
31082,9481,9s4813,75_test_00967.png,0.333
31083,朝ト,親引,75_test_00969.png,1.000
31084,がっcのにせル,がっoのにせル,75_test_00972.png,0.143
31085,表tたoに後飛,議tたoに後熟,75_test_00973.png,0.286
31086,作進ー契,やリー就,75_test_00975.png,0.750
31087,人が5に,人かのに,75_test_00977.png,0.500
31088,c野開ト,NH71pJt,75_test_00978.png,1.000
31089,lに春8か,cに番Aか,75_test_00982.png,0.600
31090,国しセた岸兵の,国しでた津兵の,75_test_00983.png,0.286
31091,省フ参,省タ参,75_test_00986.png,0.333
31092,却よボすイ,却よボすィ,75_test_00990.png,0.200
31093,高確8た,濤確8た,75_test_00994.png,0.250
31094,与い撃ス興戸で,号い編ス顧戸で,75_test_00997.png,0.429
31095,7見が名6ジッ,7えが名6ジッ,75_train_00001.png,0.143
31096,6Q治がなi,後削難程援リ,75_train_00018.png,1.000
31097,南ヘルの品,南へルの品,75_train_00033.png,0.200
31098,のム総記レるや,のム総配レ6ヤ,75_train_00037.png,0.429
31099,し月しッも1士,し月しッも1席,75_train_00039.png,0.143
31100,率化解海脳ムド,率化解禽脳ムド,75_train_00043.png,0.143
31101,ラらSってO,海分ドだ円商墨,75_train_00044.png,1.000
31102,オよも7現,オ運めタ指,75_train_00045.png,0.800
31103,と回,と曾,75_train_00046.png,0.500
31104,るるJ発二,るるJ発ニ,75_train_00048.png,0.200
31105,なカトたR,なべがドたR,75_train_00050.png,0.500
31106,ィサデ1ンす遺,ィサデ7ンす遺,75_train_00057.png,0.143
31107,まけ平な機メ,すし邦な機メ,75_train_00058.png,0.500
31108,もrのとわ振,もrのとわ療,75_train_00060.png,0.167
31109,さ責藤ク諸て,さ責産ク諸て,75_train_00068.png,0.167
31110,降か,峰か,75_train_00079.png,0.500
31111,ーえ決をて,ー月た天て,75_train_00085.png,0.600
31112,しこュ路,しこュ繁,75_train_00092.png,0.250
31113,事報る3作Lゲ,東報る3竹Lゲ,75_train_00102.png,0.286
31114,めをシ和,めをシ粕,75_train_00114.png,0.250
31115,3は,3ほ,75_train_00122.png,0.500
31116,漫グ安たた議,浸グ安たた議,75_train_00123.png,0.167
31117,ロプ結る,ロブ結る,75_train_00126.png,0.250
31118,0は製思Mがす,oは製思Mがす,75_train_00128.png,0.143
31119,カてた日的,力てた日的,75_train_00135.png,0.200
31120,ー彩くル両,一彩くル両,75_train_00140.png,0.200
31121,関が第っ飛,閉が第っ飛,75_train_00143.png,0.200
31122,度ーブ,度ープ,75_train_00145.png,0.333
31123,外同ん戦,外同んl戦,75_train_00146.png,0.200
31124,のホ代黒ケ,のボ代黒ケ,75_train_00150.png,0.200
31125,年しイ声ービ,年しY有ービ,75_train_00152.png,0.333
31126,フ0立ル撃,ブ0立ル撃,75_train_00155.png,0.200
31127,oン落害東む,oン1客舎東む,75_train_00161.png,0.429
31128,ナにクウOえレ,改けるがこえレ,75_train_00168.png,0.714
31129,1一ハてで場と,1ー八てこ域と,75_train_00173.png,0.571
31130,てルン全,でルン全,75_train_00175.png,0.250
31131,ド重奨をヴ本,ド車奨をヴら,75_train_00176.png,0.333
31132,運はとョ整,握はとョ整,75_train_00195.png,0.200
31133,週年後さ新しへ,週年俊さ新しへ,75_train_00203.png,0.143
31134,文トいだロ尾,フトいだロ尾,75_train_00222.png,0.167
31135,電ァ教,電ァ重,75_train_00231.png,0.333
31136,事曲とム紀c,車立にクにC,75_train_00233.png,1.000
31137,たaけョに,たaけ自に,75_train_00235.png,0.200
31138,いれパせユ,いれパlせニ,75_train_00241.png,0.333
31139,カメ影働,力メ影働,75_train_00243.png,0.250
31140,ルーがフ風の移,ルーかフ関の格,75_train_00244.png,0.429
31141,事資2艦1に,事晋2艦りに,75_train_00245.png,0.333
31142,証銀副号社1,証銀酬号社1,75_train_00249.png,0.167
31143,テ力まのFをー,テカまのFをー,75_train_00250.png,0.143
31144,り1レす消,り1レず消,75_train_00252.png,0.200
31145,に移ンいすlれ,たたンしきをと,75_train_00253.png,0.857
31146,任クと記孝すは,低グと記イすは,75_train_00259.png,0.429
31147,lが海ル音抑制,博が海ル音抑制,75_train_00262.png,0.143
31148,デA2ネと動,云42ネと動,75_train_00263.png,0.333
31149,拠要,捜要,75_train_00274.png,0.500
31150,大角下をド的を,大角下をR的を,75_train_00279.png,0.143
31151,にベ,にべ,75_train_00280.png,0.500
31152,てるィ,とハイ,75_train_00287.png,1.000
31153,ガに連場ラ,ガyーに連場ラ,75_train_00288.png,0.286
31154,ーク戦でのッ5,一ウ期でのッ6,75_train_00291.png,0.571
31155,6携この族回y,6携この族回ィ,75_train_00299.png,0.143
31156,足いルーっさン,足いルしですン,75_train_00300.png,0.429
31157,は成講,は域痛,75_train_00305.png,0.667
31158,ノちクァ,メちクァ,75_train_00309.png,0.250
31159,ン決,ン夫,75_train_00312.png,0.500
31160,ーと台ーは系り,一と台ーは系り,75_train_00315.png,0.143
31161,れーの0の政,れーか0の政,75_train_00316.png,0.167
31162,宇放i世もモ燃,宇放i世おモ燃,75_train_00318.png,0.143
31163,表れお1,業数フ経ハg所,75_train_00320.png,1.000
31164,1ち場の川,1ちだ戦域,75_train_00325.png,0.600
31165,じ交街るたパで,じ交街るたバで,75_train_00326.png,0.143
31166,8yl7A0,8yI7A0,75_train_00327.png,0.167
31167,7u742u,7u742O1,75_train_00329.png,0.286
31168,ア鳴,ア嶋,75_train_00330.png,0.500
31169,アらる9,スさ品9,75_train_00333.png,0.750
31170,委がたて旬虫,要がたて旬虫,75_train_00336.png,0.167
31171,以9よー,て以はー,75_train_00340.png,0.750
31172,輪は,首は,75_train_00347.png,0.500
31173,め基,め漫,75_train_00359.png,0.500
31174,どーウ類,ど一ウ類,75_train_00362.png,0.250
31175,で対採スケ打,ニ城死にスゲ打,75_train_00382.png,0.714
31176,5リのベ明,5リのべ切,75_train_00387.png,0.400
31177,Lo2W,1o2W,75_train_00396.png,0.250
31178,がの準艦半営,方のー車だ宇営,75_train_00402.png,0.714
31179,号たる物家ク第,界たる物家ク第,75_train_00405.png,0.143
31180,のソスが,のソスか,75_train_00406.png,0.250
31181,0にうで1めハ,0にうで1めパ,75_train_00407.png,0.143
31182,職海しPマイ,航名し泰い,75_train_00416.png,0.833
31183,にとルフさめ味,にと弧フさの味,75_train_00421.png,0.286
31184,ロK91125,3uO1126,75_train_00432.png,0.571
31185,わがる川一要,Oがる1ー要,75_train_00435.png,0.500
31186,者対戦二,者グ二,75_train_00439.png,0.500
31187,本はやァP,オはやァP,75_train_00446.png,0.200
31188,ンに藤,ジに酪,75_train_00457.png,0.667
31189,AswO21L,AswO2J1,75_train_00458.png,0.286
31190,澄のーてものし,澄のーでものし,75_train_00459.png,0.143
31191,て6るめ起,て6をさ戦熊,75_train_00470.png,0.667
31192,3う急,3う命,75_train_00471.png,0.333
31193,軽ン左のび,経ンな立のび,75_train_00480.png,0.500
31194,初クでOがト,ブ朝的発,75_train_00483.png,1.000
31195,方たパ,方れパ,75_train_00485.png,0.333
31196,mビェ景,mピェ景,75_train_00487.png,0.250
31197,回に絶時用期キ,回に話語発陣失,75_train_00491.png,0.714
31198,むC,きG,75_train_00496.png,1.000
31199,れ蓄年4に,ヘ科巻4こ,75_train_00504.png,0.800
31200,港念つカがロ,た念つカがロ,75_train_00505.png,0.167
31201,同り為向幕夏受,同り為向冪夏受,75_train_00506.png,0.143
31202,のンバ1ベ,のンA1ベ,75_train_00507.png,0.200
31203,がンラ業,原い9軌台うa,75_train_00509.png,1.000
31204,れ国式過ー,れ圏式過ー,75_train_00514.png,0.200
31205,シ裏ビマ,シ美ビマ,75_train_00519.png,0.250
31206,新年ーる以,スきっ脱る人,75_train_00520.png,0.833
31207,で5尋西けま,で3導画けま,75_train_00522.png,0.500
31208,ュ大ュ和雪のス,ュ大ュ粒雪のス,75_train_00530.png,0.143
31209,考理2利は,考理メ2利は,75_train_00532.png,0.167
31210,はた外こば,以た外二k,75_train_00534.png,0.600
31211,3次こ政矢る,3次ニ政拒る,75_train_00535.png,0.333
31212,沢発幡い服れこ,沢発楯い服れし,75_train_00539.png,0.286
31213,Mすプ1軍4,ラ対州軍4,75_train_00540.png,0.667
31214,後るtを61,後るtを6t3,75_train_00542.png,0.286
31215,がれ両4にbる,が行所タにDそ,75_train_00548.png,0.714
31216,釈トる画,歌トる画,75_train_00551.png,0.250
31217,ー0の異城のな,ーOの異城のな,75_train_00555.png,0.143
31218,広いれ積しデ,しいれ割デ,75_train_00560.png,0.500
31219,りiのんュス,りiのんっ上4,75_train_00567.png,0.429
31220,Y4241C,y424lC,75_train_00582.png,0.333
31221,ンわ年キ回会の,小治年キ回会の,75_train_00584.png,0.286
31222,nマ取ロい,っマ種山tい,75_train_00589.png,0.667
31223,ロ両た,口両た,75_train_00590.png,0.333
31224,軍と,重と,75_train_00597.png,0.500
31225,合向るトがナ算,合的るトがナ算,75_train_00607.png,0.143
31226,m導,m楽,75_train_00612.png,0.500
31227,市明よ,市均よ,75_train_00616.png,0.333
31228,r初での級で,r普護の級て,75_train_00620.png,0.500
31229,掲界以ビ,場界以ビ,75_train_00626.png,0.250
31230,Iと4こな国が,lと4こな国が,75_train_00627.png,0.143
31231,Aは次関発にす,んは次関飛にす,75_train_00629.png,0.286
31232,ラ術立は,ラ術位は,75_train_00633.png,0.250
31233,創せで0え,高込く伯管国,75_train_00638.png,1.000
31234,作が修スタ語,作が修ス夕語,75_train_00640.png,0.167
31235,な文0,な文9,75_train_00649.png,0.333
31236,散ニ,散こ,75_train_00650.png,0.500
31237,かしスうが島,かしネうが島,75_train_00661.png,0.167
31238,通て選,選て選,75_train_00666.png,0.333
31239,で残,て英,75_train_00668.png,1.000
31240,団ーッ養,団ーツ者,75_train_00673.png,0.500
31241,の1年ヒ,の年走,75_train_00679.png,0.500
31242,レ記ル写と猛,レ記ル写ど結,75_train_00685.png,0.333
31243,組影れ著症,新影れ著症,75_train_00687.png,0.200
31244,た拾供提,た怡供提,75_train_00690.png,0.250
31245,位に,主を,75_train_00692.png,1.000
31246,こ国ン0引,こ国ンO引,75_train_00694.png,0.200
31247,ァ改イ,ア改イ,75_train_00698.png,0.333
31248,ち戦でョ,ち城でョ,75_train_00703.png,0.250
